price,hall_effect,hotswap,backlight,screen,knob,category_encoded,brand_encoded,layout_encoded,mount_encoded,case_material_encoded,connectivity_encoded
219.0,0,1,1,0,0,2,70,16,7,0,2
219.0,0,1,1,0,0,2,70,16,7,0,2
229.0,0,1,1,0,0,2,70,16,7,0,2
209.0,0,1,1,0,0,2,70,16,7,0,2
219.0,0,1,1,0,0,2,70,16,7,0,2
209.0,0,1,1,0,0,2,70,16,7,0,2
209.0,0,0,1,0,0,2,70,16,7,1,0
169.0,0,0,1,0,0,2,70,9,7,1,0
84.0,0,1,1,0,0,2,70,9,7,1,2
109.0,0,0,0,0,0,2,70,9,7,1,2
179.0,0,1,1,0,0,2,70,9,7,1,2
189.0,0,1,1,0,0,2,70,9,7,1,2
179.0,0,1,1,0,0,2,70,9,7,1,2
179.0,0,1,1,0,0,2,70,9,7,1,2
179.0,0,1,1,0,0,2,70,9,7,1,2
189.0,0,1,1,0,0,2,70,9,7,1,2
199.0,0,1,0,0,0,2,70,9,7,1,2
189.0,0,1,1,0,0,2,70,9,7,1,2
169.0,0,1,1,0,0,2,70,9,7,1,2
145.0,0,1,1,0,0,2,70,4,1,1,2
145.0,0,1,1,0,0,2,70,4,1,1,2
140.0,0,1,1,0,0,2,70,4,1,1,2
169.0,0,1,1,0,1,2,70,7,7,1,2
179.0,0,1,1,0,1,2,70,7,7,1,2
179.0,0,1,1,0,1,2,70,7,7,1,2
179.0,0,1,1,0,1,2,70,7,7,1,2
189.0,0,1,1,0,0,2,70,7,7,1,2
189.0,0,1,0,0,0,2,71,3,1,1,2
279.0,0,1,1,0,0,2,71,3,1,0,0
149.0,0,1,1,0,0,2,71,3,7,0,1
258.0,0,1,1,0,0,2,71,3,1,0,2
319.0,0,1,1,0,0,2,71,9,1,1,0
215.0,0,1,0,0,0,2,71,9,7,0,1
299.0,0,1,1,0,0,2,71,18,1,0,1
229.0,0,1,0,0,0,2,71,9,7,0,1
140.0,0,0,0,0,0,2,71,15,5,0,0
139.0,0,1,1,0,0,2,71,3,2,0,1
79.0,0,0,0,0,0,0,72,0,7,0,1
89.0,0,0,0,0,0,0,72,9,7,1,0
84.0,0,0,0,0,1,0,72,9,3,1,1
89.0,0,0,0,0,0,0,72,9,7,1,2
89.0,0,1,0,0,0,0,72,0,7,1,2
47.0,0,1,0,0,1,2,73,7,1,1,2
89.0,0,1,1,0,1,2,73,7,1,0,2
71.0,0,1,1,0,1,2,73,7,1,1,2
47.0,0,1,1,0,1,2,73,7,1,1,2
149.0,0,1,1,0,1,2,73,15,1,0,2
179.0,0,1,1,0,0,2,73,15,1,0,2
179.0,0,1,1,0,1,2,73,0,1,0,2
166.0,0,1,1,0,1,2,73,7,1,0,2
89.0,0,1,0,0,1,2,73,0,1,1,2
80.0,0,1,1,0,1,2,73,15,1,1,2
99.0,0,1,1,0,1,2,73,15,1,0,2
199.0,0,1,1,0,1,2,73,15,1,0,2
219.0,0,1,1,0,1,2,73,15,1,0,2
142.0,0,1,1,0,1,2,73,15,1,1,2
69.0,0,1,0,0,1,2,73,15,1,1,2
72.0,0,1,1,0,1,2,73,15,1,1,2
48.0,0,0,0,0,0,2,73,7,7,0,2
95.0,0,0,0,0,0,2,73,15,7,0,2
311.0,0,1,0,0,0,2,74,3,1,0,1
144.0,0,1,0,0,0,2,74,3,1,1,0
109.0,0,1,0,0,0,2,74,3,1,1,0
114.0,0,1,1,0,0,2,74,2,3,1,1
103.0,0,1,1,0,0,2,74,2,7,1,1
219.0,0,1,1,0,0,2,74,7,5,0,0
197.0,0,1,1,0,0,2,74,7,5,0,0
219.0,0,1,1,0,0,2,74,7,5,0,1
87.0,0,0,0,0,0,2,74,18,5,0,0
87.0,0,0,0,0,0,2,74,18,5,0,0
249.0,0,1,1,0,0,2,74,3,1,0,1
255.0,0,1,0,0,0,2,74,3,5,0,1
225.0,0,1,0,0,0,2,74,2,5,1,1
160.0,0,1,0,0,0,2,74,2,1,1,1
111.0,0,1,1,0,0,2,74,2,3,0,1
51.0,0,0,1,0,0,1,75,3,3,0,1
49.0,0,0,0,0,0,1,75,18,3,1,1
79.0,0,0,0,0,0,1,75,2,3,1,1
79.0,0,1,1,0,0,1,75,2,3,1,0
79.0,0,1,1,0,0,1,75,2,3,1,0
69.0,0,1,0,0,0,1,75,2,3,1,0
69.0,0,1,1,0,0,1,75,2,3,1,0
74.0,0,0,0,0,0,1,75,2,3,1,1
109.0,0,0,1,0,0,1,75,2,3,1,1
84.0,0,0,1,0,0,1,75,2,3,1,1
79.0,0,0,1,0,0,1,75,2,3,1,1
89.0,0,1,1,0,0,1,75,3,3,1,0
101.0,0,0,1,0,0,1,75,9,3,1,1
99.0,0,0,0,0,0,1,75,9,3,1,1
94.0,0,0,0,0,0,1,75,9,3,1,1
94.0,0,0,0,0,0,1,75,9,3,1,1
99.0,0,0,0,0,0,1,75,9,3,1,1
96.0,0,1,0,0,0,1,75,9,3,1,0
102.0,0,1,0,0,0,1,75,9,3,1,0
59.0,0,1,1,0,0,0,76,9,7,1,1
150.0,0,0,0,0,1,2,77,18,7,1,1
40.0,0,1,0,0,0,2,77,18,7,1,0
40.0,0,0,0,0,0,2,77,1,7,1,0
25.0,0,0,0,0,0,2,77,1,7,1,0
200.0,0,1,0,0,0,2,77,18,7,1,2
200.0,0,1,0,0,0,2,77,18,7,1,0
200.0,0,1,0,0,0,2,77,18,7,1,0
55.0,0,0,0,0,0,2,77,18,7,1,0
90.0,0,0,1,0,0,2,77,18,7,1,0
85.0,0,0,1,0,0,2,77,18,7,1,0
35.0,0,1,1,0,0,2,77,18,7,1,0
75.0,0,1,0,0,0,2,77,18,7,1,0
200.0,0,1,0,0,0,2,77,18,7,1,2
200.0,0,1,0,0,0,2,77,18,7,1,2
200.0,0,1,0,0,0,2,77,18,7,1,1
90.0,0,1,0,0,0,2,77,2,6,1,1
10.0,0,0,0,0,0,2,77,18,7,1,0
30.0,0,0,0,0,0,2,77,18,7,1,0
50.0,0,0,0,0,0,2,77,18,7,1,1
100.0,0,0,0,0,0,2,77,3,7,1,0
20.0,0,0,0,0,1,2,77,18,7,1,0
10.0,0,0,0,0,0,2,77,18,7,1,0
90.0,0,1,1,0,0,2,77,1,7,1,0
95.0,0,1,1,0,0,2,77,1,7,1,0
20.0,0,0,1,0,1,2,77,18,7,1,0
90.0,0,1,0,0,0,2,77,18,7,1,0
299.0,0,1,1,0,1,2,78,9,3,0,1
34.0,0,0,0,0,0,0,79,3,7,1,2
60.0,0,1,1,0,0,0,80,2,1,1,0
65.0,0,1,1,0,0,0,80,2,1,1,0
220.0,0,1,1,0,0,2,81,3,5,0,1
110.0,0,1,1,0,0,2,81,18,3,0,1
75.0,0,1,1,0,0,0,82,17,7,1,2
169.0,0,1,1,0,1,2,83,7,1,0,2
229.0,0,1,1,0,1,2,83,18,2,0,2
39.0,0,0,0,0,0,2,83,7,7,1,2
39.0,0,0,0,0,0,2,83,7,7,1,2
40.0,0,0,0,0,0,2,83,0,3,1,2
44.0,0,0,0,0,0,2,83,0,7,1,2
39.0,0,1,1,0,0,2,83,9,6,1,1
39.0,0,1,1,0,0,2,83,9,6,1,1
71.0,0,1,1,0,0,2,83,9,6,1,1
65.0,0,1,1,0,0,2,83,9,7,1,1
40.0,0,1,1,0,0,2,83,0,6,1,1
44.0,0,1,1,0,0,2,83,0,6,1,1
75.0,0,1,1,0,0,2,83,0,6,1,1
70.0,0,1,1,0,0,2,83,0,7,1,1
51.0,0,0,0,0,0,2,83,9,1,1,1
89.0,0,1,1,0,0,2,83,9,2,0,2
110.0,0,1,1,0,0,2,83,9,7,0,2
83.0,0,1,1,0,0,2,83,9,6,0,2
110.0,0,1,1,0,0,2,83,9,7,0,2
59.0,0,1,1,0,0,2,83,9,6,0,2
79.0,0,1,1,0,0,2,83,9,7,0,2
59.0,0,1,1,0,0,2,83,9,6,0,2
56.0,0,1,1,0,0,2,83,9,6,0,2
105.0,0,1,1,0,0,2,83,9,7,0,2
91.0,0,1,1,0,0,2,83,9,7,0,2
59.0,0,1,1,0,0,2,83,0,6,0,2
100.0,0,1,1,0,0,2,83,0,7,0,2
87.0,0,1,1,0,0,2,83,0,7,0,2
125.0,0,1,1,0,0,2,83,0,7,0,2
95.0,0,1,1,0,0,2,83,0,2,1,2
87.0,0,1,1,0,0,2,83,0,6,1,2
102.0,0,1,1,0,0,2,83,0,7,1,2
95.0,0,1,1,0,0,2,83,0,2,1,2
125.0,0,1,1,0,0,2,83,0,7,0,2
95.0,0,1,1,0,0,2,83,0,7,0,2
94.0,0,1,1,0,0,2,83,0,6,0,2
100.0,0,1,1,0,0,2,83,0,7,0,2
89.0,0,1,1,0,1,2,83,3,2,0,2
75.0,0,1,1,0,1,2,83,3,6,0,2
110.0,0,1,1,0,1,2,83,3,7,0,2
39.0,0,1,1,0,0,2,83,2,6,0,2
89.0,0,1,1,0,0,2,83,2,3,0,2
67.0,0,1,1,0,0,2,83,2,6,0,2
71.0,0,1,1,0,0,2,83,2,7,0,2
89.0,0,1,1,0,0,2,83,9,2,0,2
114.0,0,1,1,0,0,2,83,9,7,0,2
67.0,0,1,1,0,0,2,83,9,6,0,2
95.0,0,1,1,0,0,2,83,9,7,0,2
52.0,0,1,1,0,0,2,83,6,6,0,2
67.0,0,1,1,0,0,2,83,6,6,0,2
91.0,0,1,1,0,0,2,83,6,7,0,2
99.0,0,1,1,0,0,2,83,7,2,0,2
75.0,0,1,1,0,1,2,83,7,6,0,2
110.0,0,1,1,0,1,2,83,7,7,0,2
94.0,0,1,1,0,1,2,83,15,2,0,2
71.0,0,1,1,0,1,2,83,15,6,0,2
114.0,0,1,1,0,0,2,83,15,7,0,2
79.0,0,0,1,0,0,2,83,7,7,0,2
49.0,0,1,1,0,0,2,83,7,6,0,2
52.0,0,1,0,0,0,2,83,7,6,0,2
85.0,0,1,0,0,0,2,83,7,7,0,2
49.0,0,1,1,0,0,2,83,7,6,0,2
67.0,0,1,1,0,0,2,83,7,6,0,2
83.0,0,1,1,0,0,2,83,7,2,0,2
103.0,0,1,1,0,0,2,83,7,7,0,2
49.0,0,1,1,0,0,2,83,7,6,0,2
44.0,0,1,1,0,0,2,83,7,6,0,2
87.0,0,1,1,0,0,2,83,7,7,0,2
89.0,0,1,1,0,0,2,83,7,2,0,2
63.0,0,1,1,0,0,2,83,7,3,0,2
89.0,0,1,1,0,0,2,83,7,3,0,2
110.0,0,1,1,0,0,2,83,7,7,0,2
56.0,0,1,0,0,0,2,83,7,6,0,2
90.0,0,1,0,0,0,2,83,7,7,0,2
83.0,0,1,1,0,0,2,83,7,6,0,2
100.0,0,1,1,0,0,2,83,7,7,0,2
110.0,0,1,1,0,0,2,83,7,7,0,2
95.0,0,1,1,0,0,2,83,7,7,0,2
83.0,0,1,1,0,0,2,83,7,7,0,2
87.0,0,1,1,0,0,2,83,7,6,0,2
59.0,0,1,1,0,0,2,83,7,6,0,2
74.0,0,1,1,0,0,2,83,7,6,0,2
83.0,0,1,1,0,0,2,83,7,7,0,2
64.0,0,1,1,0,0,2,83,7,6,0,2
64.0,0,1,1,0,0,2,83,7,6,0,2
83.0,0,1,1,0,0,2,83,7,7,0,2
44.0,0,1,1,0,0,2,83,7,6,0,2
100.0,0,1,1,0,0,2,83,7,7,0,2
59.0,0,1,1,0,0,2,83,15,6,0,2
99.0,0,1,1,0,0,2,83,15,2,1,2
67.0,0,1,1,0,0,2,83,15,6,0,2
87.0,0,1,1,0,0,2,83,15,6,1,2
105.0,0,1,1,0,0,2,83,15,7,1,2
125.0,0,1,1,0,0,2,83,15,7,0,2
59.0,0,1,1,0,0,2,83,15,6,0,2
75.0,0,1,1,0,0,2,83,15,7,0,2
92.0,0,1,1,0,0,2,83,15,3,0,2
59.0,0,1,1,0,0,2,83,15,6,0,2
94.0,0,1,1,0,0,2,83,15,6,1,2
100.0,0,1,1,0,0,2,83,15,7,0,0
74.0,0,1,1,0,0,2,83,0,6,0,2
94.0,0,1,1,0,0,2,83,0,2,0,2
114.0,0,1,1,0,0,2,83,0,7,0,2
87.0,0,1,1,0,0,2,83,0,6,0,2
109.0,0,1,1,0,0,2,83,0,7,0,2
114.0,0,1,1,0,0,2,83,0,7,0,2
63.0,0,1,1,0,0,2,83,0,6,0,2
59.0,0,1,1,0,0,2,83,0,6,0,2
110.0,0,1,1,0,0,2,83,0,7,0,2
115.0,0,1,1,0,0,2,83,0,7,0,2
89.0,0,1,1,0,0,2,83,0,2,0,2
52.0,0,1,1,0,0,2,83,3,6,0,2
69.0,0,1,1,0,0,2,83,3,6,0,2
87.0,0,1,1,0,0,2,83,3,3,0,2
52.0,0,1,0,0,0,2,83,3,6,0,2
85.0,0,1,0,0,0,2,83,3,7,0,2
69.0,0,1,1,0,0,2,83,3,6,0,2
67.0,0,1,1,0,0,2,83,3,6,0,2
91.0,0,1,1,0,0,2,83,3,6,0,2
91.0,0,1,1,0,0,2,83,3,6,0,2
109.0,0,1,1,0,0,2,83,3,2,0,2
87.0,0,1,1,0,0,2,83,3,7,0,2
59.0,0,1,1,0,0,2,83,3,6,0,2
83.0,0,1,1,0,0,2,83,3,7,0,2
89.0,0,1,1,0,0,2,83,3,2,0,2
110.0,0,1,1,0,0,2,83,3,7,0,2
83.0,0,1,1,0,0,2,83,3,6,0,2
110.0,0,1,1,0,0,2,83,3,7,0,2
63.0,0,1,1,0,0,2,83,3,6,0,2
63.0,0,1,1,0,0,2,83,3,6,0,2
63.0,0,1,1,0,0,2,83,3,6,0,2
63.0,0,1,1,0,0,2,83,3,6,0,2
100.0,0,1,1,0,0,2,83,3,7,0,2
59.0,0,1,1,0,0,2,83,9,6,0,2
59.0,0,1,1,0,0,2,83,9,6,0,2
79.0,0,1,1,0,0,2,83,9,6,0,2
52.0,0,1,0,0,0,2,83,9,6,0,2
85.0,0,1,0,0,0,2,83,9,7,0,2
79.0,0,1,1,0,0,2,83,9,6,0,2
59.0,0,1,1,0,0,2,83,9,6,0,2
91.0,0,1,1,0,0,2,83,9,6,0,2
95.0,0,1,1,0,0,2,83,9,2,0,2
97.0,0,1,1,0,0,2,83,9,7,0,2
124.0,0,1,1,0,0,2,83,9,7,0,2
79.0,0,1,1,0,0,2,83,9,6,0,2
79.0,0,1,1,0,0,2,83,9,7,0,2
89.0,0,1,1,0,0,2,83,9,2,0,2
95.0,0,1,1,0,0,2,83,9,7,0,2
67.0,0,1,1,0,0,2,83,2,6,0,2
110.0,0,1,1,0,0,2,83,2,7,0,2
84.0,0,1,0,0,1,2,83,7,1,1,2
177.0,0,1,1,0,1,2,83,7,1,0,2
177.0,0,1,1,0,1,2,83,9,1,0,2
177.0,0,1,1,0,1,2,83,9,1,0,2
184.0,0,1,1,0,0,2,83,9,1,0,2
104.0,0,1,1,0,1,2,83,7,1,0,2
204.0,0,1,1,0,1,2,83,7,3,0,2
119.0,0,1,1,0,1,2,83,18,1,0,2
99.0,0,1,1,0,1,2,83,18,3,0,2
59.0,0,1,1,0,0,2,83,2,6,0,1
74.0,0,1,1,0,0,2,83,18,3,0,1
82.0,0,1,1,0,1,2,83,2,1,0,1
84.0,0,1,1,0,1,2,83,18,3,0,1
104.0,0,1,1,0,1,2,83,7,1,0,1
139.0,0,1,1,0,1,2,83,7,1,0,1
229.0,0,1,1,0,1,2,83,7,1,0,2
201.0,0,1,1,0,1,2,83,7,1,0,2
151.0,0,1,1,0,1,2,83,7,1,0,2
164.0,0,1,1,0,1,2,83,7,1,0,2
140.0,0,1,1,0,1,2,83,7,7,0,1
89.0,0,1,1,0,1,2,83,7,1,0,1
109.0,0,1,1,0,1,2,83,7,1,0,1
129.0,0,1,1,0,1,2,83,7,1,0,1
149.0,0,1,1,0,1,2,83,7,1,0,1
168.0,0,1,1,0,1,2,83,7,7,0,1
219.0,0,1,1,0,1,2,83,7,1,0,2
220.0,0,1,1,0,1,2,83,7,1,0,2
159.0,0,1,1,0,1,2,83,7,1,0,2
181.0,0,1,1,0,1,2,83,7,1,0,2
184.0,0,1,1,0,1,2,83,18,6,0,1
197.0,0,1,1,0,1,2,83,18,7,0,1
129.0,0,1,1,0,1,2,83,15,1,0,1
199.0,0,1,1,0,1,2,83,15,1,0,2
197.0,0,1,1,0,1,2,83,15,7,0,1
220.0,0,1,1,0,1,2,83,15,1,0,2
167.0,0,1,1,0,1,2,83,15,1,0,2
211.0,0,1,1,0,1,2,83,15,1,0,2
220.0,0,1,1,0,1,2,83,15,1,0,2
167.0,0,1,1,0,1,2,83,15,1,0,2
211.0,0,1,1,0,1,2,83,15,1,0,2
199.0,0,1,1,0,1,2,83,18,1,0,2
109.0,0,1,1,0,1,2,83,3,1,0,1
169.0,0,1,1,0,1,2,83,3,1,0,2
201.0,0,1,1,0,1,2,83,3,1,0,2
151.0,0,1,1,0,1,2,83,3,1,0,2
164.0,0,1,1,0,1,2,83,3,1,0,2
140.0,0,1,1,0,1,2,83,3,1,0,1
109.0,0,1,1,0,1,2,83,9,1,0,1
194.0,0,1,1,0,1,2,83,9,1,0,2
187.0,0,1,1,0,1,2,83,9,1,0,2
143.0,0,1,1,0,1,2,83,9,1,0,2
177.0,0,1,1,0,1,2,83,9,1,0,2
158.0,0,1,1,0,1,2,83,9,2,0,1
144.0,0,1,1,0,1,2,83,9,7,0,1
89.0,0,1,1,0,1,2,83,2,1,0,1
143.0,0,1,1,0,0,2,83,2,1,0,2
132.0,0,1,1,0,0,2,83,2,1,0,1
119.0,0,1,1,0,1,2,83,15,1,0,1
189.0,0,1,1,0,1,2,83,15,1,0,2
190.0,0,1,1,0,1,2,83,15,1,0,2
159.0,0,1,1,0,1,2,83,15,1,0,2
162.0,0,1,1,0,1,2,83,15,7,0,1
119.0,0,1,1,0,1,2,83,0,1,0,1
189.0,0,1,1,0,1,2,83,0,1,0,2
239.0,0,1,1,0,1,2,83,0,1,0,2
210.0,0,1,1,0,1,2,83,0,7,0,2
160.0,0,1,1,0,1,2,83,0,1,0,2
202.0,0,1,1,0,1,2,83,0,1,0,2
188.0,0,1,1,0,1,2,83,0,7,0,1
99.0,0,1,1,0,0,2,83,2,1,0,1
199.0,0,1,1,0,0,2,83,2,1,0,2
201.0,0,1,1,0,0,2,83,2,7,0,2
201.0,0,1,1,0,0,2,83,2,7,0,1
99.0,0,1,1,0,1,2,83,3,1,0,1
209.0,0,1,1,0,1,2,83,3,1,0,2
201.0,0,1,1,0,1,2,83,3,1,0,2
180.0,0,1,1,0,1,2,83,3,7,0,1
119.0,0,1,1,0,1,2,83,6,1,0,1
140.0,0,1,1,0,0,2,83,6,7,0,1
100.0,0,1,1,0,1,2,83,3,1,0,1
153.0,0,1,1,0,1,2,83,3,1,0,1
154.0,0,1,1,0,1,2,83,3,1,0,2
210.0,0,1,1,0,1,2,83,3,1,0,2
159.0,0,1,1,0,1,2,83,3,1,0,2
174.0,0,1,1,0,1,2,83,3,1,0,2
100.0,0,1,1,0,1,2,83,1,1,0,1
125.0,0,1,1,0,1,2,83,2,2,0,1
94.0,0,1,1,0,0,2,83,7,6,0,1
99.0,0,1,1,0,0,2,83,7,7,0,1
44.0,0,1,1,0,1,2,83,7,6,1,1
74.0,0,1,1,0,1,2,83,7,1,1,2
100.0,0,1,1,0,1,2,83,7,1,1,2
69.0,0,1,1,0,1,2,83,7,6,1,1
110.0,0,1,1,0,1,2,83,7,6,1,1
67.0,0,1,1,0,1,2,83,7,6,1,1
59.0,0,1,1,0,1,2,83,7,6,1,1
100.0,0,1,1,0,1,2,83,2,6,1,1
110.0,0,1,1,0,1,2,83,7,1,1,2
44.0,0,1,1,0,1,2,83,3,6,1,1
74.0,0,1,1,0,1,2,83,3,1,1,2
100.0,0,1,1,0,1,2,83,3,1,1,2
69.0,0,1,1,0,1,2,83,3,6,1,1
91.0,0,1,1,0,1,2,83,3,6,1,1
70.0,0,1,1,0,1,2,83,3,6,1,1
44.0,0,1,1,0,1,2,83,9,6,1,1
74.0,0,1,1,0,1,2,83,9,1,1,2
100.0,0,1,1,0,1,2,83,9,1,1,2
54.0,0,1,1,0,1,2,83,9,6,1,1
91.0,0,1,1,0,1,2,83,9,6,1,1
80.0,0,1,1,0,1,2,83,9,6,1,1
39.0,0,1,1,0,1,2,83,2,6,1,1
84.0,0,1,1,0,1,2,83,2,1,1,2
95.0,0,1,1,0,0,2,83,2,1,1,2
66.0,0,1,1,0,0,2,83,2,6,1,1
49.0,0,1,1,0,1,2,83,15,6,1,1
89.0,0,1,1,0,1,2,83,15,1,1,2
105.0,0,1,1,0,1,2,83,15,1,1,2
74.0,0,1,1,0,1,2,83,15,6,1,1
94.0,0,1,1,0,1,2,83,15,6,1,1
85.0,0,1,1,0,1,2,83,15,6,1,1
74.0,0,1,1,0,1,2,83,0,6,1,1
89.0,0,1,1,0,1,2,83,0,1,1,2
105.0,0,1,1,0,1,2,83,0,1,1,2
74.0,0,1,1,0,1,2,83,0,6,1,1
114.0,0,1,1,0,1,2,83,0,6,1,1
85.0,0,1,1,0,1,2,83,0,6,1,1
44.0,0,1,1,0,0,2,83,6,6,1,1
80.0,0,1,1,0,0,2,83,6,6,1,1
59.0,0,1,1,0,1,2,83,3,6,1,1
95.0,0,1,1,0,1,2,83,3,6,1,1
99.0,0,1,1,0,1,2,83,3,1,1,2
110.0,0,0,0,0,0,1,84,0,3,1,1
99.0,0,0,0,0,0,1,84,0,3,1,1
71.0,0,0,1,0,0,1,84,9,3,1,1
99.0,0,1,1,0,0,1,85,3,7,1,2
89.0,0,1,1,0,1,1,85,9,7,1,2
129.0,0,0,1,0,0,1,85,9,7,1,2
139.0,0,1,1,0,0,1,85,9,1,0,2
259.0,0,0,1,0,0,2,86,9,7,1,0
136.0,0,1,1,0,1,2,87,7,1,0,2
199.0,0,1,1,0,0,2,87,7,7,0,1
85.0,0,1,1,0,1,2,87,18,3,1,2
97.0,0,1,1,0,0,2,87,3,1,1,2
159.0,0,1,1,0,0,2,87,7,1,1,2
159.0,0,1,1,0,0,2,87,7,1,1,2
207.0,0,1,1,0,1,2,87,17,1,1,2
136.0,0,1,0,0,0,1,88,7,1,0,1
145.0,0,1,1,0,0,2,89,2,1,0,2
179.0,0,1,0,0,1,2,89,7,1,0,2
229.0,0,1,0,0,1,2,89,7,3,0,2
255.0,0,1,1,0,0,2,89,7,1,1,2
225.0,0,1,0,0,0,2,89,17,5,0,2
215.0,0,1,0,0,0,2,89,17,5,0,2
145.0,0,1,1,0,0,2,89,2,1,0,2
139.0,0,1,1,0,0,2,89,3,1,0,2
179.0,0,1,0,0,1,2,89,7,1,0,2
215.0,0,1,0,0,0,2,89,9,1,0,2
220.0,0,1,0,0,0,2,89,17,5,0,2
319.0,0,1,1,0,0,2,90,13,1,0,1
189.0,0,1,1,0,0,2,90,3,1,0,2
189.0,0,1,1,0,0,2,91,7,7,1,2
109.0,0,1,0,0,0,2,91,17,7,1,2
79.0,0,1,1,0,1,1,92,7,5,1,2
61.0,0,1,1,0,1,1,92,7,1,0,1
79.0,0,1,1,0,1,1,92,7,1,0,1
83.0,0,1,1,0,1,1,92,7,1,0,1
79.0,0,1,1,0,1,1,92,7,1,0,2
109.0,0,1,1,0,1,1,92,7,1,0,2
85.0,0,1,1,0,0,1,92,7,7,0,2
119.0,0,1,1,0,0,1,92,17,1,0,2
35.0,0,1,1,0,0,1,92,18,7,1,2
39.0,0,1,1,0,0,1,92,18,2,1,2
90.0,0,1,1,0,0,1,92,7,1,1,2
207.0,0,0,0,0,0,2,93,0,7,1,0
105.0,0,0,0,0,0,2,93,2,3,1,2
105.0,0,0,0,0,0,2,93,2,3,1,2
100.0,0,0,0,0,0,2,93,3,3,1,1
95.0,0,0,0,0,0,2,93,3,3,1,1
125.0,0,0,0,0,0,2,93,3,3,1,2
239.0,0,0,0,0,0,2,93,3,3,1,1
109.0,0,0,0,0,0,2,93,3,3,1,1
90.0,0,0,0,0,0,2,93,3,3,1,0
125.0,0,0,0,0,0,2,93,3,3,1,2
120.0,0,0,0,0,0,2,93,3,3,1,2
125.0,0,0,0,0,0,2,93,3,3,1,2
119.0,0,0,0,0,0,2,93,3,3,1,2
100.0,0,0,0,0,0,2,93,3,3,1,2
120.0,0,0,0,0,0,2,93,0,7,1,2
119.0,0,0,0,0,0,2,93,9,3,1,1
119.0,0,0,0,0,0,2,93,9,3,1,1
104.0,0,0,0,0,0,2,93,9,3,1,1
119.0,0,0,0,0,0,2,93,9,3,1,1
119.0,0,0,0,0,0,2,93,9,3,1,1
125.0,0,0,0,0,0,2,93,9,3,1,2
140.0,0,0,0,0,0,2,93,9,3,1,2
130.0,0,0,0,0,0,2,93,9,3,1,2
134.0,0,0,0,0,0,2,93,9,3,1,2
120.0,0,0,0,0,0,2,93,9,3,1,2
130.0,0,0,0,0,0,2,93,9,3,1,2
